frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
1.463179142600897764e+00,5.427447514402125583e-02,1.288767030955782766e-01,-4.844633202845728448e+01,-4.782087283336824868e+01,6.254591950890374674e-01,3.583617213625143449e+01
1.474610229652467241e+00,5.324128855776616431e-02,1.275934753799979060e-01,-4.963225718344624227e+01,-4.906029394114140274e+01,5.719632423048366388e-01,3.277107982068559977e+01
1.486041316704036719e+00,4.986293954979193616e-02,1.255998479787643340e-01,-5.086061174482461666e+01,-5.031743836264358549e+01,5.431733821810352802e-01,3.112154234281979370e+01
1.497472403755606196e+00,4.866620074964987663e-02,1.269511537756699282e-01,-5.217983945909616494e+01,-5.161153740470459184e+01,5.683020543915731082e-01,3.256130920525129113e+01
1.508903490807175896e+00,5.138429103698875094e-02,1.313060160258886777e-01,-5.350966431751204055e+01,-5.291905412068943093e+01,5.906101968226157295e-01,3.383947161532674386e+01
1.520334577858745373e+00,5.407515222560102530e-02,1.339909311585422147e-01,-5.479003526873297147e+01,-5.422846216868992286e+01,5.615731000430476128e-01,3.217576852054457959e+01
1.531765664910314850e+00,5.261258993433678977e-02,1.316095807731174072e-01,-5.604305631724449199e+01,-5.553679934748215175e+01,5.062569697623460208e-01,2.900638771646455893e+01
1.543196751961884328e+00,4.963405746393435153e-02,1.306558450319360021e-01,-5.736669295393988932e+01,-5.688109281547966845e+01,4.856001384602191551e-01,2.782283846473896460e+01
1.554627839013453805e+00,4.928466760321500301e-02,1.331673413962745911e-01,-5.877918979159711910e+01,-5.826208756657317878e+01,5.171022250239345475e-01,2.962777507069563399e+01
1.566058926065023282e+00,5.244477117003799177e-02,1.371913367910204962e-01,-6.017835593106944714e+01,-5.965110779341978997e+01,5.272481376496587213e-01,3.020909304345812529e+01
1.577490013116592982e+00,5.354795677267908116e-02,1.366963996978757534e-01,-6.151577392897824126e+01,-6.103216938301401484e+01,4.836045459642305255e-01,2.770849943709083618e+01
1.588921100168162459e+00,5.143759129901900873e-02,1.352633870774432034e-01,-6.286043872890772377e+01,-6.242641577776596762e+01,4.340229511417610375e-01,2.486768331223564132e+01
1.600352187219731936e+00,4.914027503230919414e-02,1.360402533144356996e-01,-6.430457045842528885e+01,-6.386898288267611434e+01,4.355875757491765032e-01,2.495732969876286234e+01
1.611783274271301414e+00,5.074346014927481191e-02,1.396500084931716346e-01,-6.579867388594837507e+01,-6.532967601778672417e+01,4.689978681616457923e-01,2.687159844629530880e+01
1.623214361322870891e+00,5.328913314047302452e-02,1.410800849127203938e-01,-6.724079549955470725e+01,-6.679160260543409322e+01,4.491928941206101422e-01,2.573685702037781198e+01
1.634645448374440369e+00,5.244564349041032358e-02,1.396870906890801678e-01,-6.863650793926267113e+01,-6.824464172842307619e+01,3.918662108395925547e-01,2.245228001489232383e+01
1.646076535426010068e+00,4.968852054899029064e-02,1.393596470790363084e-01,-7.011368038193093355e+01,-6.974001253348369289e+01,3.736678484472295558e-01,2.140959065576032572e+01
1.657507622477579545e+00,4.994928205871826399e-02,1.419935639604884003e-01,-7.167569231718638889e+01,-7.126940096346827147e+01,4.062913537181221946e-01,2.327877982070526741e+01
1.668938709529149023e+00,5.305557593974852271e-02,1.449791498824863911e-01,-7.320639428254182235e+01,-7.280267124894487552e+01,4.037230335969502759e-01,2.313162591732358919e+01
1.680369796580718500e+00,5.265938860348643585e-02,1.426141433877843867e-01,-7.467902453138590602e+01,-7.433261958141676473e+01,3.464049499691491674e-01,1.984754163567268392e+01
1.691800883632287977e+00,5.012219311958969470e-02,1.424102287278830314e-01,-7.620370850607935154e+01,-7.588782156434838555e+01,3.158869417309662642e-01,1.809898856447932758e+01
1.703231970683857455e+00,4.988877659696013683e-02,1.451274965865708977e-01,-7.782045078393430515e+01,-7.747554528270710250e+01,3.449055012271970977e-01,1.976162955116262765e+01
1.714663057735427154e+00,5.287247930304666416e-02,1.478292076361201746e-01,-7.941783459905421694e+01,-7.906941800167199119e+01,3.484165973822347939e-01,1.996280054231090162e+01
1.726094144786996631e+00,5.273858418575889939e-02,1.460644831380774056e-01,-8.097131297541569950e+01,-8.067815571184382861e+01,2.931572635718757702e-01,1.679667393627275374e+01
1.737525231838566109e+00,5.011570663621416066e-02,1.454901772730162746e-01,-8.256341393333724454e+01,-8.229787712369113706e+01,2.655368096461003802e-01,1.521413849809027852e+01
